fromNode,toNode,weight
TXNDC9,TUBA1C,0.577
TXNDC9,DDX1,0.69
IL18RAP,IL18R1,0.999
TXNDC9,TUBA1B,0.654
TXNDC9,CPSF6,0.48
TXNDC9,FBXW9,0.477
TXNDC9,TP53,0.631
GFM1,MRPS14,0.866
GFM1,MRPL22,0.866
IL18RAP,IL18,0.999
GFM1,MRPL19,0.876
GFM1,MRPS30,0.809
PDCL3,PDCD5,0.529
GFM1,MRPL13,0.866
GFM1,MRPL58,0.809
GFM1,MRPL3,0.873
GFM1,MRPL12,0.893
GFM1,RPS3,0.41
TXNDC9,ESR1,0.704
GFM1,MRPS27,0.809
GFM1,MRPS22,0.809
GFM1,MRPL23,0.809
GFM1,FAU,0.749
GFM1,MRPL50,0.809
GFM1,MRPL17,0.876
GFM1,MRPL2,0.886
GFM1,MRPS31,0.809
GFM1,MRPS12,0.879
GFM1,MRPS33,0.809
GFM1,MRPL45,0.809
GFM1,MRPS11,0.867
GFM1,MRPL30,0.811
GFM1,MRPL39,0.809
GFM1,CUL7,0.426
GFM1,CDC5L,0.462
GFM1,RACK1,0.569
GFM1,MRPL1,0.866
GFM1,MRPL47,0.809
GFM1,MRPL35,0.8
GFM1,MRPS23,0.809
LXN,RPS3,0.548
GFM1,MRPL48,0.809
GFM1,PRPF8,0.441
PIKFYVE,ANK1,0.671
GFM1,MRPS18C,0.809
GFM1,EGFR,0.418
GFM1,MRPL36,0.87
TXK,LYN,0.631
GFM1,RPL23A,0.49
SLAIN2,FAU,0.407
TXK,SOS1,0.499
TXK,NCK1,0.514
TXK,VAV3,0.632
TXK,GRB2,0.748
PIKFYVE,PTK2B,0.447
PIKFYVE,PDPK1,0.45
CUL3,DCUN1D1,0.799
CUL3,COPS4,0.545
CUL3,CUL4B,0.905
CUL3,FBXW11,0.623
CUL3,BTBD10,0.457
CUL3,COPS2,0.515
CUL3,COMMD10,0.499
CUL3,KBTBD7,0.991
CUL3,COMMD8,0.63
CUL3,CUL2,0.977
CUL3,FEM1C,0.409
CUL3,KLHL24,0.926
CUL3,KCTD17,0.991
CUL3,CUL7,0.866
CUL3,UBC,0.512
CUL3,LNPK,0.457
CUL3,RHOBTB2,0.72
CUL3,UBXN7,0.814
CUL3,BTRC,0.741
CUL3,RPUSD2,0.493
CUL3,COMMD3,0.499
CUL3,SPOPL,0.996
CUL3,KBTBD4,0.49
CUL3,KLHL25,0.977
CUL3,DCUN1D2,0.808
CUL3,COMMD1,0.63
CUL3,ANK1,0.618
CUL3,KATNA1,0.457
CUL3,CUL5,0.961
CUL3,IPP,0.524
CUL3,KLHL28,0.569
CUL3,KLHL3,0.999
CUL3,KLHL8,0.957
CUL3,ELOC,0.435
CUL3,KLHL7,0.964
RBBP5,POC1B,0.454
CUL3,KLHL26,0.527
CUL3,ZBTB16,0.893
CUL3,COPS8,0.656
CUL3,COMMD2,0.499
CUL3,KCTD11,0.938
FNIP2,FNIP1,0.995
FNIP2,RRAGC,0.913
ADD2,ROCK2,0.493
ADD2,MTPN,0.72
ADD2,ANK1,0.929
ADD2,ADD1,0.987
ADD2,TMOD4,0.831
CUL3,KLHL5,0.719
CUL3,PDCD6,0.841
CUL3,KLHL15,0.73
CUL3,IBTK,0.48
CUL3,ENC1,0.952
CUL3,RCBTB1,0.668
CSTA,CTSL,0.977
CSTA,SEC24A,0.664
RBBP5,H4C15,0.921
RBBP5,INO80C,0.9
RBBP5,COMMD10,0.499
RBBP5,H4C5,0.921
RBBP5,UBB,0.943
RBBP5,H2BC4,0.499
RBBP5,PRPF31,0.9
RBBP5,RNF20,0.414
RBBP5,H4C8,0.921
RBBP5,PPARG,0.457
RBBP5,COMMD2,0.499
RBBP5,H3C13,0.955
RBBP5,TCF7L2,0.499
RBBP5,COMMD8,0.499
RBBP5,H3-4,0.402
RBBP5,COMMD1,0.499
RBBP5,H2BC21,0.64
RBBP5,H2BC9,0.499
RBBP5,H2AC11,0.826
RBBP5,TAF7,0.9
RBBP5,TAF1,0.9
RBBP5,H2AC20,0.566
RBBP5,RNF2,0.9
RBBP5,H3C14,0.937
RBBP5,H3C12,0.65
RBBP5,WDR83,0.41
RBBP5,TAF9,0.9
RBBP5,WDR5,0.999
RBBP5,H2AZ1,0.58
RBBP5,H4C11,0.921
RBBP5,H2BC17,0.499
RBBP5,ESR1,0.457
RBBP5,OGT,0.457
RBBP5,H4C9,0.921
RBBP5,DCUN1D1,0.499
RBBP5,H4C1,0.921
RBBP5,UBA52,0.956
RBBP5,DCUN1D2,0.499
RBBP5,H4C12,0.921
RBBP5,TEX10,0.9
RBBP5,KMT5A,0.411
RBBP5,H4C14,0.921
RBBP5,H4-16,0.921
RBBP5,CUL4B,0.63
RBBP5,H2BC11,0.947
RBBP5,TAF6,0.9
RBBP5,ASH1L,0.541
RBBP5,RUVBL1,0.9
RBBP5,TP53,0.457
RBBP5,WDR5B,0.965
RBBP5,RUNX1,0.499
RBBP5,H4C4,0.921
RBBP5,KIF5B,0.403
RBBP5,H4C2,0.921
RBBP5,H4C3,0.921
RBBP5,BOD1,0.765
RBBP5,CTNNB1,0.886
RBBP5,RPS27A,0.965
RBBP5,H4C13,0.921
RBBP5,PAGR1,0.957
IFT57,SYNE1,0.414
IFT57,IFT20,0.997
RBBP5,H2AC6,0.909
RBBP5,COMMD3,0.499
RBBP5,AKR1B1,0.511
IFT57,IFT52,0.999
RBBP5,H3C15,0.915
RBBP5,DPY30,0.999
AGA,MOB4,0.478
RBBP5,KDM6A,0.994
RBBP5,UBC,0.943
STAT3,LYN,0.841
STAT3,PTPN1,0.457
STAT3,HDAC1,0.874
STAT3,GRB2,0.63
STAT3,CLDN5,0.422
STAT3,ERBB2,0.532
STAT3,DROSHA,0.408
STAT3,ELP2,0.54
STAT3,IGF1R,0.753
STAT3,ZNF281,0.42
STAT3,TRAF6,0.677
STAT3,PPARG,0.476
STAT3,FOXP3,0.852
STAT3,CDK9,0.734
STAT3,YES1,0.518
STAT3,HSP90AB1,0.707
STAT3,NFAT5,0.606
STAT3,FOXO3,0.478
STAT3,HSP90AA1,0.856
STAT3,HIC1,0.457
STAT3,PTPN11,0.915
STAT3,EOMES,0.403
STAT3,KLF1,0.433
STAT3,DNMT1,0.885
STAT3,PIK3R1,0.847
STAT3,EGFR,0.968
STAT3,ESR1,0.781
STAT3,CD274,0.866
STAT3,CDK6,0.73
STAT3,IL6ST,0.813
STAT3,MAPK8,0.56
STAT3,PDGFB,0.499
STAT3,STAT4,0.97
STAT3,IRF4,0.84
STAT3,PIK3CG,0.499
STAT3,LEPR,0.499
STAT3,SHQ1,0.429
STAT3,STMN1,0.925
STAT3,IL10,0.63
STAT3,LEP,0.525
STAT3,IFNLR1,0.499
STAT3,KIF5B,0.499
STAT3,FBXW7,0.457
STAT3,CSF1,0.499
STAT3,SRC,0.994
STAT3,TP53,0.819
STAT3,IL15RA,0.499
STAT3,HDAC2,0.543
STAT3,MAP3K7,0.608
STAT3,ABCA1,0.695
STAT3,KTI12,0.432
STAT3,INPPL1,0.699
STAT3,CTNNB1,0.482
STAT3,CREB1,0.4
STAT3,ABCB1,0.613
STAT3,GAB3,0.499
STAT3,BRCA1,0.634
MECOM,SUZ12,0.692
MECOM,SUV39H1,0.457
STAT3,AKR1B1,0.457
UFSP2,UFM1,0.688
MECOM,PHC3,0.499
GPN1,POLR2E,0.617
MECOM,HDAC1,0.459
MECOM,RUNX1,0.9
MECOM,SCMH1,0.499
MECOM,RNF2,0.499
MECOM,EED,0.499
MECOM,PHC1,0.499
KIF3C,KIFC3,0.54
GPN1,XPA,0.674
GPN1,RPRD1B,0.586
MECOM,CBX8,0.499
GPN1,RUVBL1,0.439
GPN1,POLR2F,0.609
GPN1,POLR3K,0.42
MECOM,BMI1,0.499
GPN1,RPRD1A,0.561
GPN1,POLR2A,0.623
GPN1,POLR2B,0.802
GPN1,POLR2M,0.615
GPN1,POLR2J,0.586
GPN1,GPN3,0.833
GPN1,POLR3A,0.565
KIF3C,KIFAP3,0.991
GPN1,POLR2D,0.624
GPN1,POLR2G,0.653
KIF3C,PLEKHA7,0.643
GPN1,POLR2L,0.478
KIF3C,DISC1,0.56
GPN1,POLR1C,0.637
KIF3C,KIFBP,0.559
GPN1,POLR3D,0.469
SDHA,SDHAF3,0.725
KIF3C,DCTN4,0.499
KIF3C,KIF5B,0.542
ADD1,MTPN,0.72
ADD1,ANK1,0.965
ADD1,TMOD4,0.898
ADD1,SPTB,0.496
SDHA,SDHAF4,0.671
KLF1,TAL1,0.662
KLF1,UBB,0.9
KLF1,TET2,0.463
KLF1,HDAC1,0.459
KLF1,RPS27A,0.95
KLF1,CHD4,0.42
KLF1,UBA52,0.9
KLF1,GTF2H1,0.422
KLF1,UBC,0.946
NUP54,RANBP2,0.92
NUP54,SEH1L,0.931
NUP54,NUP43,0.917
NUP54,C21orf91,0.524
NUP54,AHCTF1,0.895
NUP54,NUP88,0.909
NUP54,GLE1,0.442
NUP54,NUP37,0.895
NUP54,NDC1,0.903
USO1,CNIH3,0.499
USO1,GOSR2,0.743
USO1,COPG2,0.499
USO1,DDX20,0.426
USO1,TGFA,0.499
USO1,MCFD2,0.499
USO1,GOLGB1,0.616
USO1,LMAN2L,0.499
SDHA,SUCLG2,0.412
PDCD6,KLHL24,0.72
PDCD6,KLHL8,0.72
PDCD6,TMED7,0.9
PDCD6,KLHL25,0.72
PDCD6,KLHL3,0.72
PDCD6,SAR1B,0.722
PDCD6,ENC1,0.72
PDCD6,SEC24A,0.9
PDCD6,KLHL7,0.72
PDCD6,KCTD17,0.72
PDCD6,SEC24B,0.926
PDCD6,SEC23IP,0.613
PDCD6,SPOPL,0.72
PDCD6,SEC31B,0.612
PDCD6,KBTBD7,0.72
XRN1,RPL5,0.472
XRN1,RPS13,0.491
XRN1,EXOSC2,0.499
XRN1,DCP2,0.998
XRN1,FAU,0.52
XRN1,DIS3,0.499
XRN1,UPF2,0.426
XRN1,EXOSC8,0.665
XRN1,EXOSC9,0.499
SDHA,UQCRB,0.422
XRN1,RPS6,0.4
XRN1,RACK1,0.483
XRN1,LSM5,0.415
MRPL3,MRPS23,0.813
XRN1,DCP1A,0.981
XRN1,TNRC6A,0.923
MRPL3,RPS18,0.869
XRN1,PATL2,0.815
MRPL3,RPS5,0.49
MRPL3,GFM2,0.842
MRPL3,UBA52,0.404
MRPL3,CUL7,0.505
XRN1,DCP1B,0.903
MRPL3,RPL11,0.517
MRPL3,MRPS31,0.813
MRPL3,MRPL2,0.96
MRPL3,MRPL23,0.979
XRN1,RPS7,0.467
MRPL3,RPS6,0.402
MRPL3,RPS19,0.402
MRPL3,RPL23,0.797
MRPL3,RPS24,0.403
MRPL3,MRPS33,0.813
XRN1,RPS16,0.418
MRPL3,MRPS18C,0.875
MRPL3,GTPBP8,0.591
XRN1,TNPO1,0.499
XRN1,LSM6,0.636
MRPL3,MRPL47,0.976
MRPL3,RPL5,0.403
MRPL3,MRPL30,0.933
MRPL3,MRPS11,0.947
MRPL3,PSMG1,0.402
MRPL3,RPL38,0.402
MRPL3,MRPL36,0.947
MRPL3,RPS14,0.439
MRPL3,SOD2,0.499
MRPL3,MRPL1,0.916
MRPL3,RPS28,0.404
MRPL3,PPP1R26,0.499
MRPL3,RPS7,0.402
MRPL3,MRPL19,0.988
MRPL3,MTRES1,0.809
MRPL3,MRPS30,0.916
MRPL3,RPL23A,0.402
MRPL3,NSUN4,0.826
MRPL3,MRM3,0.901
MRPL3,MRPL22,0.978
MRPL3,MRPS14,0.947
MRPL3,RPS3,0.488
MRPL3,RPL17,0.454
MRPL3,MRPL13,0.99
MRPL3,MRPL48,0.818
MRPL3,MRPL35,0.888
MRPL3,C12orf65,0.854
MRPL3,RPS17,0.404
MRPL3,RPS8,0.653
MRPL3,MED1,0.431
MRPL3,RPL9,0.431
MRPL3,MRPL58,0.943
MRPL3,RPS3A,0.402
MGLL,NDUFS4,0.591
MRPL3,RPS11,0.403
MRPL3,MRPL12,0.943
MGLL,NDUFB9,0.591
MRPL3,MRPS27,0.858
MRPL3,MRPS22,0.813
MRPL3,MRPL50,0.919
MRPL3,FAU,0.749
MRPL3,MRPL39,0.962
MRPL3,MRPL45,0.8
MRPL3,MRPS12,0.95
MRPL3,MRM1,0.404
MCM2,H4C1,0.9
MRPL3,MRPL17,0.983
MCM2,ELOC,0.8
MCM2,H4-16,0.9
MRPL3,RPS9,0.736
MCM2,H3C14,0.9
MCM2,CDK2,0.646
MCM2,CDK6,0.689
MCM2,H4C12,0.92
MCM2,H4C14,0.9
MCM2,LRR1,0.8
MRPL3,ACSF2,0.72
MCM2,H4C8,0.9
MCM2,RECQL4,0.578
MCM2,MCM9,0.9
MCM2,H4C5,0.9
MCM2,H4C15,0.9
MCM2,H4C4,0.9
MCM2,SPIN2B,0.451
MCM2,H4C13,0.94
BST1,ITGB3,0.483
MCM2,H3C13,0.958
MCM2,TIMELESS,0.956
MCM2,ORC4,0.93
MCM2,CUL2,0.8
MCM2,DNAJC9,0.915
MCM2,H4C11,0.9
CASP6,CASP7,0.725
MCM2,H3C1,0.946
MCM2,H4C9,0.937
MCM2,H3C12,0.954
MCM2,ATRIP,0.457
MCM2,MCM8,0.941
MCM2,H3C15,0.9
MCM2,EGFR,0.53
MCM2,H4C2,0.944
MCM2,H4C3,0.933
ZFR,TP53BP1,0.623
ZFR,LARP7,0.42
MSH3,DCLRE1C,0.72
MSH3,ZSWIM7,0.72
MSH3,LIG4,0.72
MSH3,ERCC3,0.54
MSH3,XPA,0.66
MSH3,PMS2,0.99
MSH3,MCM9,0.65
MSH3,XRCC4,0.72
MSH3,ASCC3,0.602
MSH3,PCNA,0.808
MSH3,PMS1,0.978
MSH3,ASCC1,0.54
MSH3,BRCA1,0.66
MSH3,ATM,0.802
MSH3,SWSAP1,0.72
FBXW11,HIVEP2,0.631
FBXW11,FOXN2,0.478
FBXW11,REL,0.499
FBXW11,HIVEP1,0.631
FBXW11,CUL7,0.636
FBXW11,OGT,0.495
FBXW11,SKP2,0.907
FBXW11,FBXO2,0.9
FBXW11,ZRANB1,0.42
FBXW11,REST,0.457
FBXW11,CTNNB1,0.654
FBXW11,BTRC,0.981
FBXW11,FBXW7,0.9
WDR70,PPIL1,0.8
WDR70,SNRPF,0.8
WDR70,CDC40,0.8
WDR70,CDC5L,0.8
WDR70,SNRPD1,0.8
WDR70,CRNKL1,0.8
WDR70,SNRPB,0.8
WDR70,SNRPE,0.8
CASP6,CASP3,0.922
WDR70,PRPF8,0.9
CASP6,NLRP3,0.407
WDR70,SNRPD2,0.8
WDR70,SNRPG,0.8
WDR70,CWC22,0.8
WDR70,EFTUD2,0.8
WDR70,BCAS2,0.8
CASP6,PIGK,0.54
CASP6,PIGT,0.54
AFF4,POLR2H,0.504
RBM27,ZFC3H1,0.422
PECR,PEX10,0.499
AFF4,POLR2E,0.504
AFF4,ELOC,0.9
AFF4,POLR2K,0.504
AFF4,ELP2,0.72
AFF4,GTF2F2,0.499
AFF4,LEO1,0.9
AFF4,POLR2L,0.504
AFF4,CDC73,0.932
MED20,POLR2F,0.832
MED20,MED30,0.995
MED20,TAF1,0.8
MED20,TAF2,0.8
MED20,H4C8,0.8
MED20,H2AZ1,0.8
MED20,GTF2H5,0.8
MED20,CDK9,0.54
MED20,PPARG,0.499
AFF4,LARP7,0.412
MED20,H3C15,0.8
MED20,CCNC,0.924
MED20,H4C4,0.8
AFF4,POLR2D,0.504
AFF4,ICE1,0.9
RBM27,TAGLN,0.584
MED20,GTF2H2,0.8
AFF4,POLR2G,0.504
MED20,POLR2A,0.928
MED20,H4C3,0.8
MED20,TAF10,0.8
MED20,POLR2G,0.832
MED20,TAF9,0.8
MED20,TAF7,0.8
MED20,H4C15,0.8
MED20,POLR2D,0.832
MED20,H4C2,0.8
MED20,CDK19,0.931
MED20,GTF2H3,0.8
HIBADH,FRYL,0.42
MED20,TP53BP1,0.439
MED20,H4C5,0.8
AFF4,MED19,0.457
AFF4,RTF1,0.9
AFF4,POLR2B,0.507
NBN,ATM,0.979
NBN,BRCA1,0.894
AFF4,POLR2J,0.499
MED20,NCOA2,0.499
NBN,H2BC4,0.499
MED20,H3C13,0.8
NBN,H2BC9,0.499
MED20,TAF5,0.8
NBN,H2BC17,0.499
NBN,ATRIP,0.716
NBN,ATRX,0.457
MED20,ERCC3,0.8
MED20,POLR2H,0.832
AFF4,AFF1,0.998
NBN,MAPK8,0.499
NBN,MRE11,0.999
MED20,ERCC2,0.8
NBN,H2BC21,0.577
MED20,GTF2H1,0.8
AFF4,MLLT3,0.998
NBN,RAD1,0.499
NBN,TP53BP1,0.741
NBN,SKP2,0.457
AFF4,CCNK,0.589
MED20,MED21,0.99
NBN,RFC5,0.499
MED20,MED23,0.985
MED20,H4C1,0.8
AFF4,POLR2F,0.504
AFF4,CDK9,0.999
NBN,RMI1,0.669
MED20,POLR2E,0.832
MED20,H4-16,0.8
MED20,TAF6,0.8
NBN,DCLRE1C,0.695
MED20,GTF2E1,0.8
MED20,MED19,0.99
AFF4,WDR61,0.9
NBN,E2F1,0.457
AFF4,POLR2A,0.499
MED20,TAF13,0.8
NBN,KPNA2,0.9
MED20,POLR2J,0.896
NBN,RAD17,0.63
NBN,LIG3,0.574
NBN,CDK2,0.63
MED20,H4C13,0.8
NBN,H3-4,0.63
NBN,XRCC3,0.553
NBN,RNF168,0.551
MED20,POLR2B,0.835
MED20,POLR2K,0.832
NBN,KDM4A,0.499
MED20,GTF2F2,0.8
MED20,MED6,0.999
NBN,UBE2V2,0.499
NBN,H2BC11,0.499
MED20,H4C12,0.8
PRKAR2A,AKAP9,0.457
MED20,NCOA3,0.499
MED20,POLR2L,0.832
MED20,CDK6,0.54
MED20,H3C14,0.8
MED20,MED1,0.988
MED20,CCNH,0.832
MED20,H4C11,0.8
MED20,H4C9,0.8
MED20,H4C14,0.8
MED20,MED13,0.931
MED20,H2BC11,0.8
MED20,MED7,0.985
MED20,CDK8,0.931
MED20,MED14,0.993
PRKAR2A,PRKACB,0.985
MED20,GTF2A1,0.8
PRKAR2A,OFD1,0.42
PRKAR2A,PRKAA1,0.614
MCCC1,ACACA,0.563
PRKAR2A,PRKAG2,0.72
PRKAR2A,PALM2AKAP2,0.426
MCCC1,PCCB,0.931
CHKA,AXIN2,0.607
ANK1,CD44,0.956
ANK1,CUL5,0.449
ANK1,AQP1,0.801
ANK1,GYPB,0.867
ANK1,ERBB2,0.701
ANK1,MAML2,0.519
ANK1,SCN1B,0.499
ANK1,TMOD4,0.474
ANK1,OBSCN,0.966
RBM48,SNRPF,0.8
RBM48,PCCB,0.408
RBM48,SNRPD1,0.8
RBM48,CDC5L,0.8
ANK1,SPTB,0.991
RBM48,SNRPB,0.8
ANK1,MAML3,0.519
RBM48,PRPF8,0.9
RBM48,EFTUD2,0.8
RBM48,CWC27,0.8
RBM48,CRNKL1,0.8
RBM48,SNRPE,0.8
ACAT1,HADH,0.437
CDK6,FOXO3,0.626
CDK6,MED7,0.54
CDK6,MED19,0.54
CDK6,MED21,0.54
CDK6,MED23,0.54
CDK6,CDK2,0.998
CDK6,CDK9,0.54
CDK6,MED13,0.563
CDK6,CCNC,0.589
CDK6,RB1,0.712
CDK6,MED1,0.54
CDK6,CDK19,0.54
CDK6,MED30,0.54
CDK6,MED6,0.54
ACAT1,SFXN1,0.424
ACAT1,HMGCS1,0.578
ACAT1,ACAT2,0.938
ACAT1,HMGCS2,0.578
RBM48,SNRPG,0.8
RBM48,CWC22,0.8
RBM48,RBMX2,0.8
RBM48,SNRPD2,0.8
CDK6,HSPA4,0.431
CDK6,PCNA,0.498
CDK6,UHRF2,0.441
CDK6,MED14,0.54
CDK6,CDK8,0.54
CDK6,ZEB1,0.495
CDK6,RUNX1,0.857
ADAM28,DLG4,0.469
PMS2,ZSWIM7,0.54
PMS2,DCLRE1C,0.54
GET4,PSMD14,0.575
GET4,SGTB,0.736
PMS2,BRCA1,0.725
CCAR1,PRPF40A,0.8
PMS2,ATM,0.606
PMS2,PMS1,0.977
PMS2,PCNA,0.787
PMS2,ASCC1,0.54
PMS2,XRCC4,0.54
PMS2,ASCC3,0.54
PMS2,FAN1,0.493
PMS2,SWSAP1,0.54
CCAR1,CDC40,0.8
GTF2H1,POLR2H,0.931
GTF2H1,ERCC2,0.999
GTF2H1,H4C1,0.808
GTF2H1,RPS27A,0.499
GTF2H1,POLR2E,0.931
GTF2H1,UBA52,0.499
GTF2H1,E2F1,0.457
CCAR1,HTATSF1,0.8
GTF2H1,H4-16,0.808
GTF2H1,RNGTT,0.499
GTF2H1,POLR2K,0.931
GTF2H1,TAF13,0.8
GTF2H1,H4C12,0.808
GTF2H1,MED6,0.8
GTF2H1,GTF2F2,0.931
GTF2H1,MED1,0.8
GTF2H1,H3C14,0.805
GTF2H1,POLR2L,0.931
PMS2,ERCC3,0.54
PMS2,LIG4,0.54
PMS2,XPA,0.585
GTF2H1,TAF9,0.8
GTF2H1,POLR2D,0.931
GTF2H1,H4C15,0.808
GTF2H1,H2BC11,0.8
GTF2H1,H4C14,0.808
GTF2H1,GTF2A1,0.862
GTF2H1,TP53,0.841
GTF2H1,POLR2G,0.931
GTF2H1,MED14,0.8
GTF2H1,H4C3,0.808
GTF2H1,CCNK,0.54
GTF2H1,H4C5,0.808
GTF2H1,GTF2H3,0.999
GTF2H1,TAF10,0.8
GTF2H1,TAF5,0.8
GTF2H1,XPA,0.923
GTF2H1,MED30,0.8
GTF2H1,POLR2F,0.949
GTF2H1,TAF1D,0.499
GTF2H1,H3C13,0.805
GTF2H1,ERCC3,0.999
GTF2H1,TP53BP1,0.439
GTF2H1,UVSSA,0.733
GTF2H1,CDK9,0.9
SERGEF,DPH3,0.903
GTF2H1,GTF2H5,0.999
GTF2H1,CUL4B,0.499
GTF2H1,MED23,0.8
HPS5,BCAS4,0.54
GTF2H1,TAF1C,0.499
GTF2H1,ZNRD1,0.555
GTF2H1,MED21,0.803
GTF2H1,H4C8,0.808
GTF2H1,TAF2,0.8
HPS5,HPS3,0.995
HPS5,BLOC1S5,0.72
GTF2H1,UBB,0.499
GTF2H1,POLR2A,0.961
GTF2H1,GTF2H2,0.999
GTF2H1,GTF2E1,0.991
GTF2H1,MED19,0.8
GTF2H1,TAF6,0.8
GTF2H1,POLR2B,0.931
GTF2H1,H4C13,0.808
GTF2H1,POLR2J,0.928
HPS5,HPS4,0.72
PIK3C2A,PIK3R6,0.54
GTF2H1,POLR1B,0.605
GTF2H1,POLR1E,0.499
GTF2H1,RNMT,0.499
GTF2H1,GTF2H2C,0.987
GTF2H1,CCNH,0.998
GTF2H1,POLR1C,0.656
GTF2H1,H4C9,0.808
GTF2H1,UBC,0.63
GTF2H1,H4C11,0.808
GTF2H1,TTF1,0.499
GTF2H1,MED7,0.8
GTF2H1,TAF1,0.8
GTF2H1,H2AZ1,0.8
GTF2H1,H3C15,0.805
GTF2H1,H4C4,0.808
GTF2H1,TAF7,0.8
PIK3C2A,PIK3CG,0.54
PIK3C2A,AP1M2,0.499
PIK3C2A,SOCS4,0.54
PIK3C2A,STAMBP,0.531
PIK3C2A,UVRAG,0.54
PIK3C2A,SOCS7,0.54
GTF2H1,H4C2,0.808
IDE,UBA52,0.9
IDE,NPPA,0.9
IDE,RPS27A,0.9
ZCRB1,RNPC3,0.902
IDE,UBC,0.946
IDE,TGFA,0.9
IDE,UBB,0.9
IDE,PEX10,0.499
ZCRB1,PURA,0.531
ZCRB1,SNRPG,0.767
ZCRB1,FARS2,0.532
ZCRB1,SNRPB,0.773
ZCRB1,STAU2,0.468
ZCRB1,SNRPD1,0.732
ZCRB1,SNRPF,0.794
PIK3C2A,PIK3R1,0.9
PIK3C2A,SOCS5,0.54
BTAF1,NCBP1,0.408
TTLL1,ANAPC4,0.501
TTLL1,C11orf49,0.671
ZCRB1,SNRNP48,0.863
ZCRB1,RPS3,0.463
ZCRB1,LARP7,0.457
ZCRB1,UTP23,0.475
LLPH,NMD3,0.8
ZCRB1,SNRPE,0.759
ZCRB1,RPS5,0.594
ZCRB1,SNRPD2,0.788
LLPH,RPL39,0.8
LLPH,RPL5,0.83
LLPH,RPL11,0.832
LLPH,GNL2,0.8
LLPH,RPL38,0.8
ZCRB1,RPS3A,0.42
TMEM19,BSCL2,0.618
LLPH,RPL23,0.8
LLPH,RPL23A,0.8
LLPH,RPL9,0.8
LLPH,RPL17,0.825
CPSF6,ZMYM2,0.4
LLPH,RPL26,0.8
LLPH,GTPBP4,0.8
TMPO,LEMD3,0.69
LLPH,RPL4,0.825
CPSF6,CNTRL,0.4
CPSF6,WWP1,0.457
CPSF6,TRIM24,0.4
CPSF6,CSTF3,0.577
CPSF6,BRCA1,0.439
CPSF6,SCAF8,0.54
CPSF6,PIK3R1,0.499
CPSF6,CSTF2,0.951
CPSF6,CLP1,0.63
CPSF6,PSPC1,0.499
TMPO,ACSL3,0.42
TMPO,CUL7,0.457
CPSF6,NCBP1,0.685
TMPO,RHOF,0.55
SNRPF,GEMIN5,0.943
SNRPF,SDE2,0.8
SNRPF,EFTUD2,0.997
SNRPF,SNRPD2,0.999
SNRPF,PRPF40A,0.54
SNRPF,POLR2E,0.413
SNRPF,SNU13,0.987
SNRPF,LSM6,0.995
SNRPF,PRPF39,0.702
SNRPF,PRPF18,0.655
SNRPF,ATXN2,0.405
SNRPF,POLR2L,0.426
SNRPF,PRPF4B,0.879
SNRPF,LSM3,0.993
SNRPF,SNRPE,0.999
SNRPF,WBP4,0.986
SNRPF,U2SURP,0.543
SNRPF,CDC40,0.996
SNRPF,PPIL1,0.988
SNRPF,SMN1,0.989
SNRPF,SNRNP48,0.911
SNRPF,CWC22,0.985
SNRPF,GEMIN8,0.947
SNRPF,RNPC3,0.967
SNRPF,PAXBP1,0.454
SNRPF,SNRPB,0.997
SNRPF,KIN,0.8
SNRPF,POLR2K,0.413
SNRPF,SNRPN,0.99
SNRPF,PRPF4,0.995
SNRPF,GRB2,0.455
SNRPF,TNF,0.407
SNRPF,SMN2,0.979
SNRPF,POLR2A,0.414
SNRPF,GEMIN7,0.919
SNRPF,TXNL4B,0.701
SNRPF,MFAP1,0.982
SNRPF,NKAP,0.8
SNRPF,POLR2B,0.417
SNRPF,SNUPN,0.725
SNRPF,HTATSF1,0.945
SNRPF,DDX20,0.943
SNRPF,SNRPD1,0.998
SNRPF,CRNKL1,0.996
SNRPF,WDR25,0.485
SNRPF,DDX39B,0.764
SNRPF,CDC5L,0.995
SNRPF,NCBP1,0.954
SNRPF,PRPF31,0.994
SNRPF,CWC27,0.985
SNRPF,TUT1,0.482
SNRPF,CMTR2,0.597
SNRPF,LSM5,0.995
SNRPF,CWF19L2,0.916
SNRPF,BCAS2,0.988
SNRPF,PRPF8,0.996
SNRPF,SNRPG,0.999
SNRPF,GPATCH11,0.472
SNRPF,LARP7,0.475
SNRPF,POLR2G,0.426
SNRPF,RBMX2,0.985
CDK2,ATM,0.8
CDK2,CDK5R1,0.457
CDK2,RB1,0.781
CDK2,CCNC,0.507
CDK2,LATS1,0.585
CDK2,MRE11,0.63
CDK2,NPAT,0.611
CDK2,TFDP2,0.613
CDK2,CDC27,0.517
CDK2,ANAPC4,0.499
CDK2,ANAPC15,0.499
CDK2,POLR2A,0.567
CDK2,LIN37,0.585
CDK2,MGMT,0.457
CDK2,TP53,0.657
CDK2,UBB,0.895
CDK2,SKP2,0.998
CDK2,CDK5,0.921
CDK2,RBL1,0.893
CDK2,EGFR,0.418
CDK2,FOXO3,0.982
CDK2,UBC,0.895
CDK2,CENPV,0.428
CDK2,ORC4,0.499
RB1,HDAC1,0.997
CDK2,HSP90AA1,0.537
CDK2,NFYA,0.457
CDK2,UHRF2,0.457
CDK2,RPS27A,0.899
CDK2,E2F1,0.826
CDK2,PPM1B,0.468
